# Filename:			2.txt
# Last Editted by:		
# Last Editted on:		2012/11/27 10:36
W2728
H720
T10000000

# DefinitionIDs for each kind of asset in the level.
D0,WA,top_ground_world2.png
A3,2496,672
A3,2496,704
A3,2464,480
A3,2464,512
A3,2464,544
A3,2464,576
A3,2464,608
A3,2464,640
A3,2464,672
A3,2464,704
A3,2464,320
A3,2464,320
A3,2464,288
A3,2464,256
A3,2464,224
A3,2464,192
A3,2464,160
A3,2464,128
A3,2464,96
A3,2464,64
A3,2464,32
A3,2432,96
A3,2432,64
A3,2432,32
A13,224,704
A13,256,704
A13,288,704
A13,320,704
A13,352,704
A13,384,704
A13,416,704
A13,448,704
A13,480,704
A13,512,704
A13,544,704
A13,576,704
A13,608,704
A13,640,704
A13,672,704
A13,704,704
A13,736,704
A13,768,704
A13,800,704
A13,832,704
A13,864,704
A13,896,704
A13,928,704
A13,960,704
A13,992,704
A13,1024,704
A13,1056,704
A13,1088,704
A13,1120,704
A13,1152,704
A13,1184,704
A13,1216,704
A13,1248,704
A13,1280,704
A13,1312,704
A13,1344,704
A13,1376,704
A13,1408,704
A13,1440,704
A13,1472,704
A13,1504,704
A13,1536,704
A13,1568,704
A13,1600,704
A13,1632,704
A13,1664,704
A13,1696,704
A13,1728,704
A13,1760,704
A13,1792,704
A13,1824,704
A13,1856,704
A13,1888,704
A13,1920,704
A13,1952,704
A13,1984,704
A13,2016,704
A13,2048,704
A13,2080,704
A13,2112,704
A13,2144,704
A13,2176,704
A13,2208,704
A13,2240,704
A13,2272,704
A13,2304,704
A13,2336,704
A14,1024,384
A14,1152,384
A14,1408,384
A14,1536,384
A14,1472,264
A14,1344,264
A14,1216,264
A14,1088,264
A14,1152,144
A14,1280,144
A14,1408,144
A7,1301,47
A11,2367,256
A3,160,32
A3,192,32
A3,224,32
A3,256,32
A3,288,32
A3,320,32
A3,352,32
A3,384,32
A3,416,32
A3,448,32
A3,480,32
A3,512,32
A3,544,32
A3,576,32
A3,608,32
A3,640,32
A3,672,32
A3,704,32
A3,736,32
A3,768,32
A3,800,32
A3,832,32
A3,864,32
A3,896,32
A3,928,32
A3,960,32
A3,960,96
A3,928,64
A3,960,64
A3,928,96
A3,896,96
A3,896,64
A3,864,96
A3,864,64
A3,832,64
A3,832,96
A3,800,96
A3,800,64
A3,768,64
A3,768,96
A3,736,96
A3,736,64
A3,704,64
A3,704,96
A3,672,96
A3,672,64
A3,640,64
A3,640,96
A3,608,96
A3,608,64
A3,576,64
A3,576,96
A3,544,96
A3,544,64
A3,512,64
A3,512,96
A3,480,96
A3,480,64
A3,448,64
A3,448,96
A3,416,96
A3,416,64
A3,384,64
A3,384,96
A3,352,96
A3,352,64
A3,320,96
A3,320,96
A3,320,64
A3,288,64
A3,256,64
A3,224,64
A3,192,64
A3,160,64
A3,160,96
A3,192,96
A3,256,96
A3,288,96
A3,224,96
A3,1632,96
A3,1664,96
A3,1696,96
A3,1728,96
A3,1760,96
A3,1824,96
A3,1792,96
A3,1856,96
A3,1888,96
A3,1920,96
A3,1952,96
A3,1984,96
A3,2016,96
A3,2048,96
A3,2048,96
A3,2080,96
A3,2112,96
A3,2176,96
A3,2208,96
A3,2144,96
A3,2240,96
A3,2272,96
A3,2336,96
A3,2368,96
A3,2400,96
A3,2304,96
A3,2400,64
A3,2368,64
A3,2336,64
A3,2304,64
A3,2272,64
A3,2240,64
A3,2208,64
A3,2144,64
A3,2176,64
A3,2112,64
A3,2080,64
A3,2048,64
A3,2016,64
A3,1984,64
A3,1952,64
A3,1920,64
A3,1888,64
A3,1856,64
A3,1824,64
A3,1792,64
A3,1760,64
A3,1728,64
A3,1664,64
A3,1632,64
A3,1696,64
A3,1632,32
A3,1664,32
A3,1696,32
A3,1728,32
A3,1760,32
A3,1792,32
A3,1824,32
A3,1888,32
A3,1856,32
A3,1920,32
A3,1952,32
A3,2016,32
A3,1984,32
A3,2048,32
A3,2080,32
A3,2112,32
A3,2144,32
A3,2176,32
A3,2240,32
A3,2208,32
A3,2272,32
A3,2304,32
A3,2336,32
A3,2368,32
A3,2400,32
A13,2336,672
A13,2336,672
A13,2272,672
A13,2304,672
A13,2240,672
A13,2208,672
A13,2176,672
A13,2144,672
A13,2112,672
A13,2080,672
A13,2048,672
A13,2016,672
A13,1984,672
A13,1952,672
A13,1920,672
A13,1888,672
A13,1856,672
A13,1824,672
A13,1792,672
A13,1760,672
A13,1728,672
A13,1696,672
A13,1664,672
A13,1600,672
A13,1632,672
A13,1568,672
A13,1504,672
A13,1536,672
A13,1472,672
A13,1440,672
A13,1408,672
A13,1376,672
A13,1344,672
A13,1312,672
A13,1280,672
A13,1248,672
A13,1216,672
A13,1216,672
A13,1184,672
A13,1152,672
A13,1120,672
A13,1088,672
A13,1088,672
A13,1056,672
A13,1024,672
A13,992,672
A13,960,672
A13,928,672
A13,864,672
A13,896,672
A13,832,672
A13,768,672
A13,800,672
A13,736,672
A13,704,672
A13,672,672
A13,640,672
A13,608,672
A13,576,672
A13,512,672
A13,544,672
A13,480,672
A13,448,672
A13,416,672
A13,384,672
A13,352,672
A13,320,672
A13,288,672
A13,256,672
A13,224,672
A13,224,672
A13,224,640
A13,256,640
A13,288,640
A13,320,640
A13,352,640
A13,384,640
A13,416,640
A13,448,640
A13,480,640
A13,512,640
A13,544,640
A13,576,640
A13,608,640
A13,640,640
A13,672,640
A13,704,640
A13,736,640
A13,768,640
A13,800,640
A13,832,640
A13,864,640
A13,896,640
A13,928,640
A13,960,640
A13,992,640
A13,1024,640
A13,1056,640
A13,1120,640
A13,1088,640
A13,1152,640
A13,1184,640
A13,1216,640
A13,1248,640
A13,1280,640
A13,1312,640
A13,1344,640
A13,1376,640
A13,1408,640
A13,1440,640
A13,1472,640
A13,1504,640
A13,1536,640
A13,1568,640
A13,1600,640
A13,1632,640
A13,1664,640
A13,1696,640
A13,1728,640
A13,1760,640
A13,1792,640
A13,1824,640
A13,1888,640
A13,1856,640
A13,1920,640
A13,1984,640
A13,1952,640
A13,2016,640
A13,2048,640
A13,2080,640
A13,2112,640
A13,2144,640
A13,2176,640
A13,2208,640
A13,2208,640
A13,2240,640
A13,2272,640
A13,2304,640
A13,2336,640
A12,2336,608
A12,2304,608
A12,2272,608
A12,2208,608
A12,2240,608
A12,2176,608
A12,2112,608
A12,2144,608
A12,2080,608
A12,2048,608
A12,2016,608
A12,1952,608
A12,1984,608
A12,1888,608
A12,1920,608
A12,1856,608
A12,1824,608
A12,1792,608
A12,1760,608
A12,1728,608
A12,1696,608
A12,1664,608
A12,1632,608
A12,1600,608
A12,1568,608
A12,1536,608
A12,1504,608
A12,1472,608
A12,1440,608
A12,1408,608
A12,1376,608
A12,1344,608
A12,1312,608
A12,1280,608
A12,1248,608
A12,1248,608
A12,1216,608
A12,1184,608
A12,1152,608
A12,1152,608
A12,1120,608
A12,1088,608
A12,1056,608
A12,1024,608
A12,992,608
A12,960,608
A12,928,608
A12,896,608
A12,896,608
A12,864,608
A12,832,608
A12,800,608
A12,768,608
A12,736,608
A12,704,608
A12,672,608
A12,640,608
A12,608,608
A12,576,608
A12,544,608
A12,512,608
A12,480,608
A12,448,608
A12,416,608
A12,384,608
A12,352,608
A12,320,608
A12,288,608
A12,256,608
A12,224,608
A1,128,320
A1,128,288
A1,128,256
A1,128,224
A1,128,192
A1,128,160
A0,160,128,D:DownLeft
A0,192,128,D:DownLeft
A0,224,128,D:DownLeft
A0,256,128,D:DownLeft
A0,288,128,D:DownLeft
A0,320,128,D:DownLeft
A0,352,128,D:DownLeft
A0,384,128,D:DownLeft
A0,416,128,D:DownLeft
A0,448,128,D:DownLeft
A0,480,128,D:DownLeft
A0,512,128,D:DownLeft
A0,544,128,D:DownLeft
A0,576,128,D:DownLeft
A0,608,128,D:DownLeft
A0,640,128,D:DownLeft
A0,672,128,D:DownLeft
A0,704,128,D:DownLeft
A0,736,128,D:DownLeft
A0,768,128,D:DownLeft
A0,800,128,D:DownLeft
A0,832,128,D:DownLeft
A0,864,128,D:DownLeft
A0,896,128,D:DownLeft
A0,928,128,D:DownLeft
A0,960,128,D:DownLeft
A0,1024,0,D:DownLeft
A0,1056,0,D:DownLeft
A0,1088,0,D:DownLeft
A0,1120,0,D:DownLeft
A0,1152,0,D:DownLeft
A0,1184,0,D:DownLeft
A0,1216,0,D:DownLeft
A0,1280,0,D:DownLeft
A0,1248,0,D:DownLeft
A0,1312,0,D:DownLeft
A0,1344,0,D:DownLeft
A0,1376,0,D:DownLeft
A0,1408,0,D:DownLeft
A0,1440,0,D:DownLeft
A0,1472,0,D:DownLeft
A0,1504,0,D:DownLeft
A0,1536,0,D:DownLeft
A0,1568,0,D:DownLeft
A0,2400,128,D:DownLeft
A0,2368,128,D:DownLeft
A0,2336,128,D:DownLeft
A0,2304,128,D:DownLeft
A0,2272,128,D:DownLeft
A0,2240,128,D:DownLeft
A0,2208,128,D:DownLeft
A0,2176,128,D:DownLeft
A0,2144,128,D:DownLeft
A0,2112,128,D:DownLeft
A0,2080,128,D:DownLeft
A0,2048,128,D:DownLeft
A0,2016,128,D:DownLeft
A0,1984,128,D:DownLeft
A0,1952,128,D:DownLeft
A0,1920,128,D:DownLeft
A0,1888,128,D:DownLeft
A0,1856,128,D:DownLeft
A0,1824,128,D:DownLeft
A0,1792,128,D:DownLeft
A0,1760,128,D:DownLeft
A0,1728,128,D:DownLeft
A0,1696,128,D:DownLeft
A0,1664,128,D:DownLeft
A0,1632,128,D:DownLeft
A1,2432,320,D:DownRight
A1,2432,288,D:DownRight
A1,2432,256,D:DownRight
A1,2432,224,D:DownRight
A1,2432,192,D:DownRight
A1,2432,160,D:DownRight
A1,1600,96,D:DownRight
A1,1600,64,D:DownRight
A1,1600,32,D:DownRight
A4,2432,352,D:DownRight
A4,128,352,D:DownLeft
A4,128,128
A4,992,0
A4,1600,0,D:UpRight
A2,992,128,D:DownLeft
A2,1600,128,D:DownRight
A0,160,352
A1,992,96
A1,992,64
A1,992,32
A4,2432,128,D:UpRight
A0,2400,352,D:UpRight
A14,960,384,D:DownLeft
A14,1600,384,D:DownLeft
A14,1536,264,D:DownLeft
A14,1472,144,D:DownLeft
A14,1216,384
A9,1216,448
A9,1536,448
A9,1408,315
A9,1344,315
A14,1280,264,D:DownLeft
A14,1024,264
A14,1152,264,D:DownLeft
A14,1216,144
A14,1344,144
A14,960,264,D:DownLeft
A14,1216,144,D:DownLeft
A14,1280,144,D:DownLeft
A14,1344,144,D:DownLeft
A14,1536,144,D:DownLeft
A9,1536,512
A9,1536,576
A14,1088,144
A14,1408,144,D:DownLeft
A3,0,0
A3,0,32
A3,0,64
A3,0,96
A3,0,128
A3,0,160
A3,0,192
A3,0,224
A3,0,256
A3,0,288
A3,0,320
A3,0,352
A3,0,384
A3,0,416
A3,0,448
A3,0,480
A3,0,512
A3,0,544
A3,0,576
A3,0,608
A3,0,640
A3,0,672
A3,0,704
A3,32,0
A3,32,32
A3,32,64
A3,32,96
A3,32,128
A3,32,160
A3,32,192
A3,32,224
A3,32,256
A3,32,288
A3,32,320
A3,32,352
A3,32,384
A3,32,416
A3,32,448
A3,32,480
A3,32,512
A3,32,544
A3,32,576
A3,32,608
A3,32,640
A3,32,672
A3,32,704
A3,64,0
A3,64,32
A3,64,64
A3,64,96
A3,64,128
A3,64,160
A3,64,192
A3,64,224
A3,64,256
A3,64,288
A3,64,320
A3,64,352
A3,64,384
A3,64,416
A3,64,448
A3,64,480
A3,64,512
A3,64,544
A3,64,576
A3,64,608
A3,64,640
A3,64,672
A3,64,704
A3,96,0
A3,96,32
A3,96,64
A3,96,96
A3,96,128
A3,96,160
A3,96,192
A3,96,224
A3,96,256
A3,96,288
A3,96,320
A3,96,352
A3,96,384
A3,96,416
A3,96,448
A3,96,480
A3,96,512
A3,96,544
A3,96,576
A3,96,608
A3,96,640
A3,96,672
A3,96,704
A3,2624,0
A3,2624,32
A3,2624,64
A3,2624,96
A3,2624,128
A3,2624,160
A3,2624,192
A3,2624,224
A3,2624,256
A3,2624,288
A3,2624,320
A3,2624,352
A3,2624,384
A3,2624,416
A3,2624,448
A3,2624,480
A3,2624,512
A3,2624,544
A3,2624,576
A3,2624,608
A3,2624,640
A3,2624,672
A3,2624,704
A3,2656,0
A3,2656,32
A3,2656,64
A3,2656,96
A3,2656,128
A3,2656,160
A3,2656,192
A3,2656,224
A3,2656,256
A3,2656,288
A3,2656,320
A3,2656,352
A3,2656,384
A3,2656,416
A3,2656,448
A3,2656,480
A3,2656,512
A3,2656,544
A3,2656,576
A3,2656,608
A3,2656,640
A3,2656,672
A3,2656,704
A3,2688,0
A3,2688,32
A3,2688,64
A3,2688,96
A3,2688,128
A3,2688,160
A3,2688,192
A3,2688,224
A3,2688,256
A3,2688,288
A3,2688,320
A3,2688,352
A3,2688,384
A3,2688,416
A3,2688,448
A3,2688,480
A3,2688,512
A3,2688,544
A3,2688,576
A3,2688,608
A3,2688,640
A3,2688,672
A3,2688,704
A3,2720,0
A3,2720,32
A3,2720,64
A3,2720,96
A3,2720,128
A3,2720,160
A3,2720,192
A3,2720,224
A3,2720,256
A3,2720,288
A3,2720,320
A3,2720,352
A3,2720,384
A3,2720,416
A3,2720,448
A3,2720,480
A3,2720,512
A3,2720,544
A3,2720,576
A3,2720,608
A3,2720,640
A3,2720,672
A3,2720,704
A9,1216,0
A9,1280,0
A9,1344,0
A2,192,352
A1,192,384
A1,192,416
A1,192,448
A1,192,480
A1,192,512
A1,192,544
A1,192,576
A1,192,608
A1,192,640
A1,192,672
A1,192,704
A3,160,448
A3,160,480
A3,160,512
A3,160,544
A3,160,576
A3,160,608
A3,160,640
A3,160,672
A3,160,704
A3,160,448
A14,320,360
A2,2368,352,D:UpRight
A1,2368,384,D:UpRight
A1,2368,416,D:UpRight
A1,2368,448,D:UpRight
A1,2368,480,D:UpRight
A1,2368,512,D:UpRight
A1,2368,544,D:UpRight
A1,2368,576,D:UpRight
A1,2368,608,D:UpRight
A1,2368,640,D:UpRight
A1,2368,672,D:UpRight
A1,2368,704,D:UpRight
A3,2400,448,D:UpRight
A3,2400,480,D:UpRight
A3,2400,512,D:UpRight
A3,2400,544,D:UpRight
A3,2400,576,D:UpRight
A3,2400,608,D:UpRight
A3,2400,640,D:UpRight
A3,2432,448,D:UpRight
A3,2432,480,D:UpRight
A3,2432,512,D:UpRight
A3,2432,544,D:UpRight
A3,2432,576,D:UpRight
A3,2432,608,D:UpRight
A3,2432,640,D:UpRight
A3,2400,672,D:UpRight
A3,2432,672,D:UpRight
A3,2432,704,D:UpRight
A3,2400,704,D:UpRight
A14,2240,360
