# Filename:			4.txt
# Last Editted by:		
# Last Editted on:		2012/11/30 15:12
W2728
H720
T10000000

# DefinitionIDs for each kind of asset in the level.
D0,WA,top_ground_world2.png
A12,256,640
A12,288,640
A12,320,640
A12,384,640
A12,416,640
A12,448,640
A12,512,640
A12,544,640
A12,576,640
A12,640,640
A12,672,640
A9,192,576
A13,704,320
A13,736,320
A13,768,320
A13,800,320
A13,832,320
A13,864,320
A13,896,320
A13,928,320
A13,960,320
A13,992,320
A13,1024,320
A13,1056,320
A12,704,352,D:DownLeft
A12,768,352,D:DownLeft
A12,800,352,D:DownLeft
A12,832,352,D:DownLeft
A12,896,352,D:DownLeft
A12,928,352,D:DownLeft
A12,960,352,D:DownLeft
A12,1024,352,D:DownLeft
A9,832,576
A9,832,512
A9,832,448
A9,832,384
A14,896,624
A9,704,576
A14,704,384
A9,704,384
A14,832,384
A9,576,576
A9,576,512
A9,576,448
A9,576,384
A14,576,384
A14,512,624
A14,640,624
A14,768,624
A9,256,64
A9,384,0
A9,448,64
A9,448,0
A9,512,0
A9,512,64
A9,576,0
A9,640,0
A9,832,64
A9,832,0
A9,896,0
A9,896,64
A9,960,0
A9,1088,64
A9,1152,64
A9,1216,0
A9,1216,64
A9,1280,64
A9,1280,0
A9,1344,0
A9,1344,64
A9,1408,64
A9,1408,0
A6,409,31,D:DownLeft
A14,1344,24
A14,1408,24
A14,1472,24
A9,1472,64
A9,1472,0
A3,1600,608
A3,1568,608
A3,1536,608
A3,1536,640
A3,1568,640
A3,1600,640
A3,1600,672
A3,1568,672
A3,1536,672
A10,1344,480
A9,448,576
A9,448,512
A9,448,448
A9,448,384
A9,320,576
A9,320,512
A9,320,448
A9,320,384
A14,256,624
A14,384,624
A14,448,384
A14,320,384
A9,960,576
A9,960,512
A9,960,448
A9,960,384
A9,1088,384
A9,1088,448
A9,1088,512
A9,1088,576
A14,1024,624
A14,1152,624
A9,1152,320
A9,1216,320
A9,1280,320
A9,1344,320
A14,960,384
A14,1088,384
A9,1152,384
A14,1152,312
A14,1216,312
A14,1280,312
A14,1344,312
A7,1365,350
A9,2112,448,D:UpRight
A14,2048,384
A14,1984,480
A14,1920,576
A9,2048,384,D:UpRight
A9,2048,448,D:UpRight
A9,2048,512,D:UpRight
A9,2048,576,D:UpRight
A9,2048,640,D:UpRight
A9,1984,640,D:UpRight
A9,1984,576,D:UpRight
A9,1984,512,D:UpRight
A9,1984,448,D:UpRight
A9,1984,384,D:UpRight
A9,1920,384,D:UpRight
A9,1920,448,D:UpRight
A9,1920,512,D:UpRight
A9,1920,576,D:UpRight
A9,1920,640,D:UpRight
A14,1984,384,D:DownLeft
A14,1920,384,D:DownLeft
A14,1856,384,D:DownLeft
A14,1792,384,D:DownLeft
A14,1728,384,D:DownLeft
A14,1664,384,D:DownLeft
A14,1856,480
A14,1792,576
A14,1728,480
A11,1569,382,D:DownRight
A9,1856,640,D:UpRight
A9,1792,640,D:UpRight
A9,1728,640,D:UpRight
A9,1664,640,D:UpRight
A9,1664,576,D:UpRight
A9,1728,576,D:UpRight
A9,1792,576,D:UpRight
A9,1856,576,D:UpRight
A9,1856,512,D:UpRight
A9,1792,512,D:UpRight
A9,1728,512,D:UpRight
A9,1664,512,D:UpRight
A9,1664,448,D:UpRight
A9,1728,448,D:UpRight
A9,1792,448,D:UpRight
A9,1856,448,D:UpRight
A9,1856,384,D:UpRight
A9,1792,384,D:UpRight
A9,1728,384,D:UpRight
A9,1664,384,D:UpRight
A9,1600,384,D:UpRight
A9,1600,448,D:UpRight
A9,1600,512,D:UpRight
A9,1536,512,D:UpRight
A9,1536,448,D:UpRight
A9,1536,384,D:UpRight
A9,2112,576,D:UpRight
A9,2112,640,D:UpRight
A2,2144,672
A2,2112,672,D:UpRight
A12,2176,672,D:UpRight
A12,2208,672,D:UpRight
A12,2240,672,D:UpRight
A12,2272,672,D:UpRight
A12,2304,672,D:UpRight
A12,2368,672,D:UpRight
A12,2400,672,D:UpRight
A12,2432,672,D:UpRight
A12,2464,672,D:UpRight
A12,2496,672,D:UpRight
A12,2528,672,D:UpRight
A12,2560,672,D:UpRight
A14,2496,648
A14,2304,648
A9,2112,384,D:UpRight
A9,1536,64,D:UpRight
A9,1536,0,D:UpRight
A9,1600,0,D:UpRight
A9,1600,64,D:UpRight
A9,1664,64,D:UpRight
A9,1664,0,D:UpRight
A9,1728,0,D:UpRight
A9,1728,64,D:UpRight
A9,1792,64,D:UpRight
A9,1792,0,D:UpRight
A9,1856,0,D:UpRight
A9,1856,64,D:UpRight
A9,1920,64,D:UpRight
A9,1920,0,D:UpRight
A14,1536,24
A14,1600,24
A14,1664,24
A14,1728,24
A14,1792,24
A14,1856,24
A14,1920,24
A14,1536,120,D:DownLeft
A14,1600,120,D:DownLeft
A14,1664,120,D:DownLeft
A14,1728,120,D:DownLeft
A14,1920,120,D:DownLeft
A14,1664,216
A14,1728,216
A14,1792,216
A14,1856,216
A14,1920,216
A9,2240,128,D:UpRight
A9,2304,128,D:UpRight
A9,2496,128,D:UpRight
A9,2240,0,D:UpRight
A9,2112,256,D:UpRight
A9,2112,192,D:UpRight
A9,2112,128,D:UpRight
A1,256,320,D:UpRight
A1,256,288,D:UpRight
A2,256,256,D:UpRight
A0,288,256,D:UpRight
A0,320,256,D:UpRight
A0,352,256,D:UpRight
A0,384,256,D:UpRight
A0,416,256,D:UpRight
A0,448,256,D:UpRight
A0,480,256,D:UpRight
A0,512,256,D:UpRight
A0,544,256,D:UpRight
A0,576,256,D:UpRight
A0,864,256,D:UpRight
A0,896,256,D:UpRight
A0,928,256,D:UpRight
A0,960,256,D:UpRight
A0,992,256,D:UpRight
A0,1024,256,D:UpRight
A0,1056,256,D:UpRight
A0,1088,256,D:UpRight
A0,1120,256,D:UpRight
A0,1152,256,D:UpRight
A0,1184,256,D:UpRight
A0,1216,256,D:UpRight
A0,1248,256,D:UpRight
A0,1280,256,D:UpRight
A0,1312,256,D:UpRight
A0,1344,256,D:UpRight
A0,1376,256,D:UpRight
A0,1408,256,D:UpRight
A0,1312,0,D:DownRight
A0,1280,0,D:DownRight
A0,1248,0,D:DownRight
A0,1216,0,D:DownRight
A0,1184,0,D:DownRight
A0,1152,0,D:DownRight
A0,1120,0,D:DownRight
A0,1088,0,D:DownRight
A0,1056,0,D:DownRight
A0,1024,0,D:DownRight
A0,992,0,D:DownRight
A0,960,0,D:DownRight
A0,928,0,D:DownRight
A0,896,0,D:DownRight
A0,864,0,D:DownRight
A0,832,0,D:DownRight
A0,800,0,D:DownRight
A0,768,0,D:DownRight
A0,736,0,D:DownRight
A0,1376,288,D:DownRight
A0,1344,288,D:DownRight
A0,1312,288,D:DownRight
A0,1280,288,D:DownRight
A0,1248,288,D:DownRight
A0,1216,288,D:DownRight
A0,1184,288,D:DownRight
A0,1152,288,D:DownRight
A0,1056,288,D:DownRight
A0,1024,288,D:DownRight
A0,992,288,D:DownRight
A0,960,288,D:DownRight
A0,928,288,D:DownRight
A0,896,288,D:DownRight
A0,864,288,D:DownRight
A2,1088,352,D:DownRight
A1,1120,320,D:DownLeft
A1,1088,320,D:DownRight
A4,1120,288
A4,1088,288,D:UpRight
A2,288,352,D:DownLeft
A0,320,288,D:DownLeft
A0,352,288,D:DownLeft
A0,384,288,D:DownLeft
A0,416,288,D:DownLeft
A0,448,288,D:DownLeft
A0,480,288,D:DownLeft
A0,512,288,D:DownLeft
A0,544,288,D:DownLeft
A0,576,288,D:DownLeft
A4,288,288
A1,288,320
A2,256,352,D:DownRight
A1,128,672,D:DownLeft
A1,128,640,D:DownLeft
A1,128,608,D:DownLeft
A1,128,576,D:DownLeft
A1,128,544,D:DownLeft
A1,128,512,D:DownLeft
A1,128,480,D:DownLeft
A1,128,448,D:DownLeft
A1,128,416,D:DownLeft
A1,128,384,D:DownLeft
A1,128,352,D:DownLeft
A1,128,320,D:DownLeft
A1,128,288,D:DownLeft
A1,128,256,D:DownLeft
A1,128,224,D:DownLeft
A1,128,192,D:DownLeft
A1,128,160,D:DownLeft
A1,128,128,D:DownLeft
A1,128,96,D:DownLeft
A1,128,64,D:DownLeft
A1,128,32,D:DownLeft
A0,160,0,D:DownLeft
A0,224,0,D:DownLeft
A0,224,0,D:DownLeft
A0,192,0,D:DownLeft
A0,256,0,D:DownLeft
A0,288,0,D:DownLeft
A0,320,0,D:DownLeft
A0,352,0,D:DownLeft
A0,384,0,D:DownLeft
A0,416,0,D:DownLeft
A0,448,0,D:DownLeft
A0,480,0,D:DownLeft
A0,512,0,D:DownLeft
A0,544,0,D:DownLeft
A0,576,0,D:DownLeft
A0,608,0,D:DownLeft
A0,640,0,D:DownLeft
A0,672,0,D:DownLeft
A0,704,0,D:DownLeft
A4,128,0
A0,1344,0,D:DownLeft
A0,1376,0,D:DownLeft
A0,1408,0,D:DownLeft
A0,1440,0,D:DownLeft
A0,1472,0,D:DownLeft
A0,1504,0,D:DownLeft
A0,1536,0,D:DownLeft
A0,1568,0,D:DownLeft
A0,1600,0,D:DownLeft
A0,1632,0,D:DownLeft
A0,1664,0,D:DownLeft
A0,1696,0,D:DownLeft
A0,1728,0,D:DownLeft
A0,1760,0,D:DownLeft
A0,1792,0,D:DownLeft
A0,1824,0,D:DownLeft
A0,1856,0,D:DownLeft
A0,1888,0,D:DownLeft
A0,1920,0,D:DownLeft
A0,1952,0,D:DownLeft
A0,2048,0,D:DownLeft
A0,2080,0,D:DownLeft
A0,2112,0,D:DownLeft
A0,2144,0,D:DownLeft
A0,2176,0,D:DownLeft
A0,2208,0,D:DownLeft
A0,2240,0,D:DownLeft
A0,2272,0,D:DownLeft
A0,2304,0,D:DownLeft
A0,2336,0,D:DownLeft
A0,2368,0,D:DownLeft
A0,2400,0,D:DownLeft
A1,2560,32,D:UpRight
A1,2560,64,D:UpRight
A1,2560,96,D:UpRight
A1,2560,128,D:UpRight
A1,2560,160,D:UpRight
A4,2560,192,D:DownRight
A0,2400,224,D:DownRight
A0,2432,224,D:DownRight
A0,2464,224,D:DownRight
A0,2496,224,D:DownRight
A0,2528,224,D:DownRight
A0,2560,224,D:DownLeft
A4,2592,224,D:UpRight
A1,2592,256,D:DownRight
A1,2592,288,D:DownRight
A1,2592,320,D:DownRight
A1,2592,352,D:DownRight
A1,2592,384,D:DownRight
A1,2592,416,D:DownRight
A1,2592,448,D:DownRight
A1,2592,480,D:DownRight
A1,2592,512,D:DownRight
A1,2592,544,D:DownRight
A1,2592,576,D:DownRight
A1,2592,608,D:DownRight
A1,2592,640,D:DownRight
A1,2592,672,D:DownRight
A13,2560,704
A13,2528,704
A13,2496,704
A13,2464,704
A13,2432,704
A13,2400,704
A13,2368,704
A13,2336,704
A13,2304,704
A13,2272,704
A13,2240,704
A13,2208,704
A13,2176,704
A12,2336,672
A1,2144,704
A12,1664,672
A12,1696,672
A12,1728,672
A12,1760,672
A12,1792,672
A12,1824,672
A12,1856,672
A12,1888,672
A12,1920,672
A12,1952,672
A12,2016,672
A12,1984,672
A12,2048,672
A12,2080,672
A13,1664,704
A13,1696,704
A13,1728,704
A13,1760,704
A13,1792,704
A13,1824,704
A13,1856,704
A13,1888,704
A13,1920,704
A13,1952,704
A13,1984,704
A13,2016,704
A13,2048,704
A13,2080,704
A1,1632,704
A1,1632,672
A1,1632,640
A1,1632,608
A2,1632,576
A1,1536,384
A1,1536,416
A1,1536,448
A1,1536,480
A1,1536,512
A1,1536,544
A4,1536,576,D:DownLeft
A0,1568,576
A0,1600,576
A0,1568,352,D:DownLeft
A0,1600,352,D:DownLeft
A0,1632,352,D:DownLeft
A0,1664,352,D:DownLeft
A0,1696,352,D:DownLeft
A0,1728,352,D:DownLeft
A0,1760,352,D:DownLeft
A0,1792,352,D:DownLeft
A0,1824,352,D:DownLeft
A0,1856,352,D:DownLeft
A0,1888,352,D:DownLeft
A0,1920,352,D:DownLeft
A0,1952,352,D:DownLeft
A0,1984,352,D:DownLeft
A0,2016,352,D:DownLeft
A0,2048,352,D:DownLeft
A0,2080,352,D:DownLeft
A0,2112,352,D:DownLeft
A0,2144,352,D:DownLeft
A0,2176,352,D:DownLeft
A0,2208,352,D:DownLeft
A0,2240,352,D:DownLeft
A0,2272,352,D:DownLeft
A0,2304,352,D:DownLeft
A0,2336,352,D:DownLeft
A0,2368,352,D:DownLeft
A0,2400,352,D:DownLeft
A2,2432,352,D:DownLeft
A4,1536,352
A1,2208,224
A1,2208,256
A1,2208,288
A0,2272,320
A0,2240,320
A0,2304,320
A0,2336,320
A0,2368,320
A0,2400,320
A4,2208,320,D:DownLeft
A2,2432,320
A2,2368,224,D:DownRight
A0,2400,192,D:UpRight
A0,2432,192,D:UpRight
A0,2464,192,D:UpRight
A2,2368,192,D:UpRight
A2,2208,192
A2,2176,192,D:UpRight
A1,2176,224,D:UpRight
A1,2176,256,D:UpRight
A4,2176,288,D:DownRight
A0,1536,288
A0,1568,288
A0,1600,288
A0,1632,288
A0,1664,288
A0,1696,288
A0,1728,288
A0,1760,288
A0,1792,288
A0,1856,288
A0,1824,288
A0,1888,288
A0,1920,288
A0,1952,288
A0,1984,288
A0,2048,288
A0,2080,288
A0,2112,288
A0,2144,288
A0,2016,288
A1,1504,256
A1,1504,224
A1,1504,192
A1,1504,160
A2,1504,128
A2,1440,128,D:UpRight
A1,1440,224,D:UpRight
A1,1440,192,D:UpRight
A1,1440,160,D:UpRight
A0,1472,128,D:UpRight
A4,1440,256,D:DownRight
A4,1408,288,D:UpRight
A1,1408,544,D:UpRight
A1,1408,512,D:UpRight
A1,1408,480,D:UpRight
A1,1408,448,D:UpRight
A1,1408,416,D:UpRight
A1,1408,384,D:UpRight
A1,1408,352,D:UpRight
A1,1408,320,D:UpRight
A4,1408,576,D:DownRight
A0,1376,576,D:UpRight
A0,1344,576,D:UpRight
A2,1312,576,D:UpRight
A1,1312,608,D:UpRight
A1,1312,640,D:UpRight
A1,1312,672,D:UpRight
A1,1312,704,D:DownRight
A13,576,672,D:DownRight
A13,1280,704,D:DownRight
A13,1248,704,D:DownRight
A13,1216,704,D:DownRight
A13,1184,704,D:DownRight
A13,1152,704,D:DownRight
A13,1120,704,D:DownRight
A13,1088,704,D:DownRight
A13,1056,704,D:DownRight
A13,1024,704,D:DownRight
A13,992,704,D:DownRight
A13,960,704,D:DownRight
A13,928,704,D:DownRight
A13,896,704,D:DownRight
A13,864,704,D:DownRight
A13,832,704,D:DownRight
A13,800,704,D:DownRight
A13,768,704,D:DownRight
A13,736,704,D:DownRight
A13,704,704,D:DownRight
A13,672,704,D:DownRight
A13,640,704,D:DownRight
A13,576,704,D:DownRight
A13,608,704,D:DownRight
A13,544,704,D:DownRight
A13,512,704,D:DownRight
A13,480,704,D:DownRight
A13,448,704,D:DownRight
A13,416,704,D:DownRight
A13,384,704,D:DownRight
A13,352,704,D:DownRight
A13,320,704,D:DownRight
A13,288,704,D:DownRight
A13,256,704,D:DownRight
A13,224,704,D:DownRight
A13,192,704,D:DownRight
A13,160,704,D:DownRight
A4,1504,288,D:DownLeft
A1,1984,160,D:UpRight
A1,1984,128,D:UpRight
A1,1984,96,D:UpRight
A1,1984,64,D:UpRight
A1,1984,32,D:UpRight
A1,2016,160
A1,2016,128
A1,2016,96
A1,2016,64
A1,2016,32
A4,2016,0
A4,1984,0,D:UpRight
A2,1984,192,D:DownRight
A2,2016,192,D:DownLeft
A0,2528,192
A0,2496,192
A14,2267,129
A9,2304,0,D:UpRight
A0,2400,64
A0,2432,64
A0,2400,96,D:DownLeft
A0,2432,96,D:DownLeft
A2,2368,64,D:UpRight
A2,2368,96,D:DownRight
A2,2464,96,D:DownLeft
A2,2464,64
A2,2208,64
A2,2112,96,D:DownRight
A2,2112,64,D:UpRight
A2,2208,96,D:DownLeft
A0,2144,96,D:DownLeft
A0,2176,96,D:DownLeft
A0,2176,64
A0,2144,64
A38,2480,352
A38,2464,352
A38,2496,352
A38,2512,352
A38,2528,352
A38,2544,352
A38,2560,352
A38,2576,352
A9,320,640
A9,448,640
A9,448,320
A9,320,320
A9,576,320
A9,704,320
A9,832,320
A9,960,320
A9,1088,640
A9,960,640
A9,832,640
A9,704,640
A9,576,640
A12,352,640
A12,480,640
A12,608,640
A12,736,640
A12,864,640
A12,960,640
A12,1088,640
A12,352,352,D:DownLeft
A12,480,352,D:DownLeft
A12,608,352,D:DownLeft
A12,736,352,D:DownLeft
A12,864,352,D:DownLeft
A12,992,352,D:DownLeft
A12,1056,352,D:DownLeft
A14,1280,24
A14,1216,24
A14,640,24,D:DownLeft
A14,576,24,D:DownLeft
A14,576,240,D:DownLeft
A14,512,240,D:DownLeft
A14,448,240,D:DownLeft
A14,384,240,D:DownLeft
A14,320,240,D:DownLeft
A14,353,24,D:DownLeft
A14,289,24,D:DownLeft
A14,225,24,D:DownLeft
A38,592,112
A38,608,112
A38,624,112
A38,640,112
A38,816,112
A38,832,112
A38,848,112
A9,704,64
A38,864,112
A9,768,64
A14,256,240,D:DownLeft
A14,768,24
A9,768,0
A9,960,64
A9,1024,0
A14,832,24
A6,899,32,D:DownLeft
A9,1088,0
A9,1152,0
A38,1088,112
A38,1104,112
A38,1120,112
A38,1136,112
A14,1088,24
A14,1152,24
A14,832,240
A14,896,240
A14,960,240
A14,1024,240
A14,1088,240
A14,1152,240
A14,1216,240
A14,1280,240
A14,1344,240
A14,161,24,D:DownLeft
A9,320,0
A9,256,0
A9,192,0
A9,128,0
A9,192,128
A9,128,128
A9,320,64
A9,384,64
A9,576,64
A9,640,64
A9,704,0
A38,720,96
A38,736,96
A9,1024,64
A9,192,320
A9,128,256
A14,192,384
A9,192,448
A9,192,256
A38,160,464
A38,176,464
A9,128,576
A3,0,0
A3,0,32
A3,0,64
A3,0,96
A3,0,128
A3,0,160
A3,0,192
A3,0,224
A3,0,256
A3,0,288
A3,0,320
A3,0,352
A3,0,384
A3,0,416
A3,0,448
A3,0,480
A3,0,512
A3,0,544
A3,0,576
A3,0,608
A3,0,640
A3,0,672
A3,0,704
A3,32,0
A3,32,32
A3,32,64
A3,32,96
A3,32,128
A3,32,160
A3,32,192
A3,32,224
A3,32,256
A3,32,288
A3,32,320
A3,32,352
A3,32,384
A3,32,416
A3,32,448
A3,32,480
A3,32,512
A3,32,544
A3,32,576
A3,32,608
A3,32,640
A3,32,672
A3,32,704
A3,64,0
A3,64,32
A3,64,64
A3,64,96
A3,64,128
A3,64,160
A3,64,192
A3,64,224
A3,64,256
A3,64,288
A3,64,320
A3,64,352
A3,64,384
A3,64,416
A3,64,448
A3,64,480
A3,64,512
A3,64,544
A3,64,576
A3,64,608
A3,64,640
A3,64,672
A3,64,704
A3,96,0
A3,96,32
A3,96,64
A3,96,96
A3,96,128
A3,96,160
A3,96,192
A3,96,224
A3,96,256
A3,96,288
A3,96,320
A3,96,352
A3,96,384
A3,96,416
A3,96,448
A3,96,480
A3,96,512
A3,96,544
A3,96,576
A3,96,608
A3,96,640
A3,96,672
A3,96,704
A3,2624,0
A3,2624,32
A3,2624,64
A3,2624,96
A3,2624,128
A3,2624,160
A3,2624,192
A3,2624,224
A3,2624,256
A3,2624,288
A3,2624,320
A3,2624,352
A3,2624,384
A3,2624,416
A3,2624,448
A3,2624,480
A3,2624,512
A3,2624,544
A3,2624,576
A3,2624,608
A3,2624,640
A3,2624,672
A3,2624,704
A3,2656,0
A3,2656,32
A3,2656,64
A3,2656,96
A3,2656,128
A3,2656,160
A3,2656,192
A3,2656,224
A3,2656,256
A3,2656,288
A3,2656,320
A3,2656,352
A3,2656,384
A3,2656,416
A3,2656,448
A3,2656,480
A3,2656,512
A3,2656,544
A3,2656,576
A3,2656,608
A3,2656,640
A3,2656,672
A3,2656,704
A3,2688,0
A3,2688,32
A3,2688,64
A3,2688,96
A3,2688,128
A3,2688,160
A3,2688,192
A3,2688,224
A3,2688,256
A3,2688,288
A3,2688,320
A3,2688,352
A3,2688,384
A3,2688,416
A3,2688,448
A3,2688,480
A3,2688,512
A3,2688,544
A3,2688,576
A3,2688,608
A3,2688,640
A3,2688,672
A3,2688,704
A3,2720,0
A3,2720,32
A3,2720,64
A3,2720,96
A3,2720,128
A3,2720,160
A3,2720,192
A3,2720,224
A3,2720,256
A3,2720,288
A3,2720,320
A3,2720,352
A3,2720,384
A3,2720,416
A3,2720,448
A3,2720,480
A3,2720,512
A3,2720,544
A3,2720,576
A3,2720,608
A3,2720,640
A3,2720,672
A3,2720,704
A0,2432,0,D:DownLeft
A0,2464,0,D:DownLeft
A0,2496,0,D:DownLeft
A0,2528,0,D:DownLeft
A4,2560,0,D:UpRight
A9,1600,576
A2,608,256
A2,832,256,D:UpRight
A12,640,288,D:UpRight
A12,672,288,D:UpRight
A12,704,288,D:UpRight
A12,736,288,D:UpRight
A12,768,288,D:UpRight
A12,800,288,D:UpRight
A1,128,704
A1,2592,704,D:UpRight
A13,512,320,D:UpRight
A13,480,320,D:UpRight
A13,448,320,D:UpRight
A13,416,320,D:UpRight
A13,384,320,D:UpRight
A13,352,320,D:UpRight
A13,320,320,D:UpRight
A13,608,288
A13,832,288
A2,608,288,D:DownLeft
A2,832,288,D:DownRight
A38,368,112
A38,352,112
A38,336,112
A38,320,112
A38,1792,128
A38,1808,128
A38,1824,128
A38,1840,128
A38,1856,128
A38,1872,128
A38,1888,128
A38,1904,128
A38,2496,96
A38,2512,96
A38,2528,96
A38,2544,96
A9,2496,64
A38,2128,544
A38,2144,544
A9,2112,512
A9,1088,320
A2,1120,352,D:DownLeft
A1,2112,704,D:UpRight
