# Filename:			3.txt
# Last Editted by:		
# Last Editted on:		2012/12/01 13:29
W2728
H720
T10000000

# DefinitionIDs for each kind of asset in the level.
D0,WA,top_ground_world5.png
A22,608,704
A22,576,704
A22,544,704
A22,512,704
A22,480,704
A22,448,704
A22,416,704
A22,384,704
A22,352,704
A22,320,704
A22,288,704
A22,256,704
A22,224,704
A22,192,704
A9,1408,0
A9,1536,0
A9,1664,0
A9,1792,0
A9,1920,0
A3,288,320
A3,320,320
A3,352,320
A3,384,320
A3,416,320
A3,448,320
A3,480,320
A3,512,320
A3,544,320
A3,576,320
A3,608,320
A3,640,320
A3,672,320
A3,704,320
A3,736,320
A3,768,320
A3,800,320
A3,832,320
A3,864,320
A3,896,320
A3,928,320
A3,960,320
A3,992,320
A3,1024,320
A3,1056,320
A3,1088,320
A3,1120,320
A3,1408,320
A3,1376,320
A3,1344,320
A3,1312,320
A3,1280,320
A3,1248,320
A3,1216,320
A3,1184,320
A3,1152,320
A14,1408,648
A14,1344,648
A14,1472,648
A9,2496,512
A9,2496,384
A9,2496,256
A20,2464,672
A20,2496,672
A20,2528,672
A22,2464,704
A22,2496,704
A22,2528,704
A14,2496,654
A14,2432,648
A14,256,648
A14,320,648
A9,2496,576
A9,2496,640
A9,2496,448
A9,2496,320
A9,2496,192
A9,1280,448
A9,1216,448
A9,1216,384
A9,1280,384
A9,1024,384
A9,1024,448
A9,1024,512
A9,960,512
A9,960,448
A9,960,384
A9,768,384
A9,768,512
A9,768,448
A9,704,512
A9,704,448
A9,704,384
A9,512,512
A9,448,512
A9,448,448
A9,512,448
A9,512,384
A9,448,384
A9,384,384
A9,384,448
A9,384,512
A14,1664,648
A14,1728,648
A14,1920,648
A14,1984,648
A14,2176,648
A14,2240,648
A9,1472,448
A9,1472,384
A9,1472,320
A9,1472,256
A14,2432,432,D:DownLeft
A15,2496,496
A15,2512,496
A15,2528,496
A15,2544,496
A14,2368,504,D:DownLeft
A14,2304,504,D:DownLeft
A14,2112,504,D:DownLeft
A14,2048,504,D:DownLeft
A14,1856,504,D:DownLeft
A14,1792,504,D:DownLeft
A7,1888,260,D:UpRight
A9,1472,0
A9,1600,0
A9,1728,0
A0,1792,288,D:UpRight
A0,1824,288,D:UpRight
A0,1856,288,D:UpRight
A0,1888,288,D:UpRight
A0,1440,96,D:UpRight
A0,1472,96,D:UpRight
A0,1504,96,D:UpRight
A0,1536,96,D:UpRight
A0,1568,96,D:UpRight
A0,1600,96,D:UpRight
A0,1632,96,D:UpRight
A0,1664,96,D:UpRight
A0,1696,96,D:UpRight
A0,1728,96,D:UpRight
A0,1760,96,D:UpRight
A0,1792,96,D:UpRight
A0,1824,96,D:UpRight
A0,1856,96,D:UpRight
A0,1888,96,D:UpRight
A0,1920,96,D:UpRight
A0,1472,128,D:DownRight
A0,1504,128,D:DownRight
A0,1536,128,D:DownRight
A0,1568,128,D:DownRight
A0,1600,128,D:DownRight
A0,1632,128,D:DownRight
A0,1664,128,D:DownRight
A0,1696,128,D:DownRight
A0,1728,128,D:DownRight
A0,1760,128,D:DownRight
A0,1792,128,D:DownRight
A0,1824,128,D:DownRight
A0,1856,128,D:DownRight
A0,1888,128,D:DownRight
A0,2336,320,D:DownRight
A0,2368,320,D:DownRight
A0,2400,320,D:DownRight
A0,2432,320,D:DownRight
A2,1440,576,D:DownLeft
A2,2464,320,D:DownLeft
A2,1408,576,D:DownRight
A2,1408,96,D:UpRight
A2,1536,288,D:UpRight
A2,1632,288,D:UpRight
A2,1760,288,D:UpRight
A2,1568,288
A2,1664,288
A2,1952,96
A2,2464,288
A0,1984,288
A0,2016,288
A0,2048,288
A0,2080,288
A0,2112,288
A0,2144,288
A0,2176,288
A0,2208,288
A0,2240,288
A0,2272,288
A0,2304,288
A0,2336,288
A0,2368,288
A0,2400,288
A0,2432,288
A0,2304,320,D:DownLeft
A4,1952,288,D:DownLeft
A4,1920,288,D:DownRight
A4,1440,128
A4,1920,128,D:UpRight
A14,576,552,D:DownLeft
A14,832,552,D:DownLeft
A14,1088,552,D:DownLeft
A14,2048,272,D:DownLeft
A14,2112,272,D:DownLeft
A14,2176,272,D:DownLeft
A14,2240,272,D:DownLeft
A14,2304,272,D:DownLeft
A14,2368,272,D:DownLeft
A14,2432,272,D:DownLeft
A9,1408,64
A9,1472,64
A9,1536,64
A9,1600,64
A9,1664,64
A9,1728,64
A9,1792,64
A9,1856,64
A9,1920,64
A9,1856,0
A11,2368,184
A9,2496,128
A9,2496,64
A9,2496,0
A9,1984,0
A9,1984,64
A9,1984,128
A9,1984,192
A9,1984,256
A0,192,0,D:DownLeft
A0,224,0,D:DownLeft
A0,256,0,D:DownLeft
A0,288,0,D:DownLeft
A0,1152,0,D:DownLeft
A0,1184,0,D:DownLeft
A0,1216,0,D:DownLeft
A0,1248,0,D:DownLeft
A0,1280,0,D:DownLeft
A0,1312,0,D:DownLeft
A0,1344,0,D:DownLeft
A0,1376,0,D:DownLeft
A0,1408,0,D:DownLeft
A0,1440,0,D:DownLeft
A0,1472,0,D:DownLeft
A0,1504,0,D:DownLeft
A0,1536,0,D:DownLeft
A0,1568,0,D:DownLeft
A0,1600,0,D:DownLeft
A0,1632,0,D:DownLeft
A0,1664,0,D:DownLeft
A0,1696,0,D:DownLeft
A0,1728,0,D:DownLeft
A0,1760,0,D:DownLeft
A0,1792,0,D:DownLeft
A0,1824,0,D:DownLeft
A0,1856,0,D:DownLeft
A0,1888,0,D:DownLeft
A0,1920,0,D:DownLeft
A0,1952,0,D:DownLeft
A0,1984,0,D:DownLeft
A0,2016,0,D:DownLeft
A0,2048,0,D:DownLeft
A0,2080,0,D:DownLeft
A0,2112,0,D:DownLeft
A0,2144,0,D:DownLeft
A0,2176,0,D:DownLeft
A0,2208,0,D:DownLeft
A0,2240,0,D:DownLeft
A0,2272,0,D:DownLeft
A0,2304,0,D:DownLeft
A0,2336,0,D:DownLeft
A0,2368,0,D:DownLeft
A0,2400,0,D:DownLeft
A0,2432,0,D:DownLeft
A0,2464,0,D:DownLeft
A0,2496,0,D:DownLeft
A0,2528,0,D:DownLeft
A10,1209,194,D:UpRight
A9,1344,256
A9,1344,192
A9,1344,128
A9,1344,64
A9,1344,0
A9,1024,256
A9,960,256
A9,896,256
A9,832,256
A9,768,256
A9,704,256
A9,640,256
A9,576,256
A9,512,256
A9,448,256
A9,448,192
A9,512,192
A9,576,192
A9,640,192
A9,704,192
A9,768,192
A9,832,192
A9,896,192
A9,960,192
A9,1024,192
A9,1024,128
A9,960,128
A9,896,128
A9,832,128
A9,768,128
A9,704,128
A9,640,128
A9,576,128
A9,512,128
A9,448,128
A9,448,64
A9,512,64
A9,576,64
A9,640,64
A9,704,64
A9,768,64
A9,832,64
A9,896,64
A9,960,64
A9,1024,64
A9,1024,0
A9,960,0
A9,896,0
A9,832,0
A9,768,0
A9,704,0
A9,640,0
A9,576,0
A9,512,0
A9,448,0
A4,1120,0
A2,1088,64,D:DownRight
A2,1120,64,D:DownLeft
A22,448,0,D:DownRight
A22,480,0,D:DownRight
A22,512,0,D:DownRight
A22,544,0,D:DownRight
A22,576,0,D:DownRight
A22,608,0,D:DownRight
A22,640,0,D:DownRight
A22,672,0,D:DownRight
A22,704,0,D:DownRight
A22,736,0,D:DownRight
A22,768,0,D:DownRight
A22,800,0,D:DownRight
A22,832,0,D:DownRight
A22,864,0,D:DownRight
A22,896,0,D:DownRight
A22,928,0,D:DownRight
A22,960,0,D:DownRight
A22,992,0,D:DownRight
A22,1024,0,D:DownRight
A22,1056,0,D:DownRight
A20,448,32,D:DownRight
A20,480,32,D:DownRight
A20,512,32,D:DownRight
A20,544,32,D:DownRight
A20,576,32,D:DownRight
A20,608,32,D:DownRight
A20,640,32,D:DownRight
A20,672,32,D:DownRight
A20,704,32,D:DownRight
A20,736,32,D:DownRight
A20,768,32,D:DownRight
A20,800,32,D:DownRight
A20,832,32,D:DownRight
A20,864,32,D:DownRight
A20,896,32,D:DownRight
A20,928,32,D:DownRight
A20,960,32,D:DownRight
A20,992,32,D:DownRight
A20,1024,32,D:DownRight
A20,1056,32,D:DownRight
A14,1024,72,D:DownLeft
A14,960,72,D:DownLeft
A14,832,120,D:DownLeft
A14,768,120,D:DownLeft
A14,640,120
A14,576,120
A14,448,72
A14,384,72
A22,384,0,D:DownRight
A22,416,0,D:DownRight
A20,384,32,D:DownRight
A20,416,32,D:DownRight
A9,384,0
A9,384,64
A9,384,128
A9,384,192
A9,384,256
A2,320,64,D:DownRight
A2,352,64,D:DownLeft
A4,320,0,D:UpRight
A15,727,145
A15,727,161
A15,727,177
A15,727,193
A15,727,209
A15,727,225
A15,727,241
A0,288,288,D:UpRight
A0,320,288,D:UpRight
A0,352,288,D:UpRight
A0,384,288,D:UpRight
A0,416,288,D:UpRight
A0,448,288,D:UpRight
A0,480,288,D:UpRight
A0,512,288,D:UpRight
A0,544,288,D:UpRight
A0,576,288,D:UpRight
A0,608,288,D:UpRight
A0,640,288,D:UpRight
A0,672,288,D:UpRight
A0,704,288,D:UpRight
A0,736,288,D:UpRight
A0,768,288,D:UpRight
A0,800,288,D:UpRight
A0,832,288,D:UpRight
A0,864,288,D:UpRight
A0,896,288,D:UpRight
A0,928,288,D:UpRight
A0,960,288,D:UpRight
A0,992,288,D:UpRight
A0,1024,288,D:UpRight
A0,1056,288,D:UpRight
A0,1088,288,D:UpRight
A0,1120,288,D:UpRight
A0,1152,288,D:UpRight
A0,1184,288,D:UpRight
A0,1216,288,D:UpRight
A0,1248,288,D:UpRight
A0,1280,288,D:UpRight
A0,1312,288,D:UpRight
A0,1344,288,D:UpRight
A0,1376,288,D:UpRight
A4,1408,288,D:DownRight
A6,384,191,D:UpRight
A6,924,194,D:UpRight
A15,192,336
A15,208,336
A15,224,336
A15,240,336
A9,1216,512
A9,1280,512
A14,192,648
A15,1344,560
A15,1360,560
A15,1376,560
A15,1392,560
A0,288,352,D:DownRight
A0,320,352,D:DownRight
A0,352,352,D:DownRight
A0,384,352,D:DownRight
A0,416,352,D:DownRight
A0,448,352,D:DownRight
A0,480,352,D:DownRight
A0,512,352,D:DownRight
A0,544,352,D:DownRight
A0,576,352,D:DownRight
A0,608,352,D:DownRight
A0,672,352,D:DownRight
A0,640,352,D:DownRight
A0,704,352,D:DownRight
A0,736,352,D:DownRight
A0,768,352,D:DownRight
A0,800,352,D:DownRight
A0,832,352,D:DownRight
A0,864,352,D:DownRight
A0,896,352,D:DownRight
A0,928,352,D:DownRight
A0,960,352,D:DownRight
A0,992,352,D:DownRight
A0,1024,352,D:DownRight
A0,1056,352,D:DownRight
A0,1088,352,D:DownRight
A0,1120,352,D:DownRight
A0,1184,352,D:DownRight
A0,1152,352,D:DownRight
A0,1216,352,D:DownRight
A0,1248,352,D:DownRight
A0,1280,352,D:DownRight
A0,1312,352,D:DownRight
A0,1344,352,D:DownRight
A0,1376,352,D:DownRight
A2,256,352,D:DownRight
A2,256,288,D:UpRight
A4,1408,352,D:UpRight
A4,160,0
A4,2560,0,D:UpRight
A14,1472,509,D:DownLeft
A14,1536,504,D:DownLeft
A14,1600,504,D:DownLeft
A1,2560,704,D:UpRight
A1,2560,672,D:UpRight
A1,2560,640,D:UpRight
A1,2560,608,D:UpRight
A1,2560,576,D:UpRight
A1,2560,544,D:UpRight
A1,2560,512,D:UpRight
A1,2560,480,D:UpRight
A1,2560,448,D:UpRight
A1,2560,416,D:UpRight
A1,2560,384,D:UpRight
A1,2560,352,D:UpRight
A1,2560,320,D:UpRight
A1,2560,288,D:UpRight
A1,2560,256,D:UpRight
A1,2560,224,D:UpRight
A1,2560,192,D:UpRight
A1,2560,160,D:UpRight
A1,2560,128,D:UpRight
A1,2560,96,D:UpRight
A1,2560,64,D:UpRight
A1,2560,32,D:UpRight
A1,256,320,D:UpRight
A1,320,32,D:UpRight
A1,1088,32,D:UpRight
A1,1088,0,D:UpRight
A1,1408,128,D:UpRight
A1,1408,160,D:UpRight
A1,1408,192,D:UpRight
A1,1408,224,D:UpRight
A1,1408,256,D:UpRight
A1,1536,320,D:UpRight
A1,1536,352,D:UpRight
A1,1920,256,D:UpRight
A1,1920,224,D:UpRight
A1,1920,192,D:UpRight
A1,1920,160,D:UpRight
A1,1952,128
A1,1952,160
A1,1952,192
A1,1952,224
A1,1952,256
A1,1440,160
A1,1440,192
A1,1440,224
A1,1440,256
A1,1440,288
A1,1440,320
A1,1440,352
A1,1440,384
A1,1440,416
A1,1440,448
A1,1440,480
A1,1440,512
A1,1440,544
A1,1568,352
A1,1568,320
A1,160,704
A1,160,672
A1,160,640
A1,160,608
A1,160,576
A1,160,544
A1,160,512
A1,160,480
A1,160,448
A1,160,416
A1,160,384
A1,160,352
A1,160,320
A1,160,288
A1,160,256
A1,160,224
A1,160,192
A1,160,160
A1,160,128
A1,160,96
A1,160,64
A1,160,32
A1,352,32
A1,352,0
A1,1120,32
A9,2496,640
A1,1408,384,D:UpRight
A1,1408,416,D:UpRight
A1,1408,448,D:UpRight
A1,1408,480,D:UpRight
A1,1408,512,D:UpRight
A1,1408,544,D:UpRight
A15,592,416
A15,608,416
A2,1568,384,D:DownLeft
A2,1664,320,D:DownLeft
A2,1632,320,D:DownRight
A2,1536,384,D:DownRight
A2,1760,320,D:DownRight
A0,1792,320,D:DownRight
A0,1824,320,D:DownRight
A0,1856,320,D:DownRight
A0,1888,320,D:DownRight
A0,1920,320,D:DownRight
A0,1952,320,D:DownRight
A0,1984,320,D:DownRight
A0,2016,320,D:DownRight
A0,2048,320,D:DownRight
A0,2080,320,D:DownRight
A0,2112,320,D:DownRight
A0,2144,320,D:DownRight
A0,2176,320,D:DownRight
A0,2208,320,D:DownRight
A0,2240,320,D:DownRight
A0,2272,320,D:DownRight
A3,0,0
A3,0,32
A3,0,64
A3,0,96
A3,0,128
A3,0,160
A3,0,192
A3,0,224
A3,0,256
A3,0,288
A3,0,320
A3,0,352
A3,0,384
A3,0,416
A3,0,448
A3,0,480
A3,0,512
A3,0,544
A3,0,576
A3,0,608
A3,0,640
A3,0,672
A3,0,704
A3,32,0
A3,32,32
A3,32,64
A3,32,96
A3,32,128
A3,32,160
A3,32,192
A3,32,224
A3,32,256
A3,32,288
A3,32,320
A3,32,352
A3,32,384
A3,32,416
A3,32,448
A3,32,480
A3,32,512
A3,32,544
A3,32,576
A3,32,608
A3,32,640
A3,32,672
A3,32,704
A3,64,0
A3,64,32
A3,64,64
A3,64,96
A3,64,128
A3,64,160
A3,64,192
A3,64,224
A3,64,256
A3,64,288
A3,64,320
A3,64,352
A3,64,384
A3,64,416
A3,64,448
A3,64,480
A3,64,512
A3,64,544
A3,64,576
A3,64,608
A3,64,640
A3,64,672
A3,64,704
A3,96,0
A3,96,32
A3,96,64
A3,96,96
A3,96,128
A3,96,160
A3,96,192
A3,96,224
A3,96,256
A3,96,288
A3,96,320
A3,96,352
A3,96,384
A3,96,416
A3,96,448
A3,96,480
A3,96,512
A3,96,544
A3,96,576
A3,96,608
A3,96,640
A3,96,672
A3,96,704
A3,2624,0
A3,2624,32
A3,2624,64
A3,2624,96
A3,2624,128
A3,2624,160
A3,2624,192
A3,2624,224
A3,2624,256
A3,2624,288
A3,2624,320
A3,2624,352
A3,2624,384
A3,2624,416
A3,2624,448
A3,2624,480
A3,2624,512
A3,2624,544
A3,2624,576
A3,2624,608
A3,2624,640
A3,2624,672
A3,2624,704
A3,2656,0
A3,2656,32
A3,2656,64
A3,2656,96
A3,2656,128
A3,2656,160
A3,2656,192
A3,2656,224
A3,2656,256
A3,2656,288
A3,2656,320
A3,2656,352
A3,2656,384
A3,2656,416
A3,2656,448
A3,2656,480
A3,2656,512
A3,2656,544
A3,2656,576
A3,2656,608
A3,2656,640
A3,2656,672
A3,2656,704
A3,2688,0
A3,2688,32
A3,2688,64
A3,2688,96
A3,2688,128
A3,2688,160
A3,2688,192
A3,2688,224
A3,2688,256
A3,2688,288
A3,2688,320
A3,2688,352
A3,2688,384
A3,2688,416
A3,2688,448
A3,2688,480
A3,2688,512
A3,2688,544
A3,2688,576
A3,2688,608
A3,2688,640
A3,2688,672
A3,2688,704
A3,2720,0
A3,2720,32
A3,2720,64
A3,2720,96
A3,2720,128
A3,2720,160
A3,2720,192
A3,2720,224
A3,2720,256
A3,2720,288
A3,2720,320
A3,2720,352
A3,2720,384
A3,2720,416
A3,2720,448
A3,2720,480
A3,2720,512
A3,2720,544
A3,2720,576
A3,2720,608
A3,2720,640
A3,2720,672
A3,2720,704
