# Filename:			4.txt
# Last Editted by:		
# Last Editted on:		2012/11/03 21:06
W2728
H720
T10000000

# DefinitionIDs for each kind of asset in the level.
D0,WA,top_ground_world4.png
A12,1184,672
A12,1152,672
A12,1120,672
A12,1088,672
A12,1056,672
A12,1024,672
A12,992,672
A12,960,672
A12,928,672
A12,896,672
A12,864,672
A12,832,672
A12,800,672
A12,768,672
A12,736,672
A12,704,672
A12,672,672
A12,640,672
A12,608,672
A12,576,672
A12,544,672
A12,512,672
A12,448,672
A12,480,672
A12,416,672
A12,384,672
A12,352,672
A12,320,672
A12,288,672
A12,256,672
A0,192,672
A0,160,672
A4,128,672,D:DownLeft
A1,128,640,D:DownLeft
A1,128,608,D:DownLeft
A1,128,576,D:DownLeft
A1,128,544,D:DownLeft
A1,128,512,D:DownLeft
A1,128,480,D:DownLeft
A1,128,448,D:DownLeft
A1,128,416,D:DownLeft
A1,128,384,D:DownLeft
A1,128,352,D:DownLeft
A1,128,320,D:DownLeft
A1,128,288,D:DownLeft
A1,128,256,D:DownLeft
A1,128,224,D:DownLeft
A1,128,192,D:DownLeft
A1,128,160,D:DownLeft
A1,128,128,D:DownLeft
A1,128,96,D:DownLeft
A1,128,64,D:DownLeft
A1,128,32,D:DownLeft
A1,128,0,D:DownLeft
A9,320,512
A1,352,480,D:UpRight
A1,352,512,D:UpRight
A2,352,544,D:DownRight
A0,384,544,D:DownRight
A0,416,544,D:DownRight
A0,448,544,D:DownRight
A0,480,544,D:DownRight
A0,512,544,D:DownRight
A0,544,544,D:DownRight
A9,320,576
A9,384,576
A9,448,576
A9,512,576
A9,576,576
A9,576,512
A1,576,512,D:DownLeft
A1,576,480,D:DownLeft
A3,544,480,D:UpRight
A3,544,512,D:UpRight
A3,512,512,D:UpRight
A3,480,512,D:UpRight
A3,448,512,D:UpRight
A3,416,512,D:UpRight
A3,384,512,D:UpRight
A3,384,480,D:UpRight
A3,416,480,D:UpRight
A3,480,480,D:UpRight
A3,448,480,D:UpRight
A3,512,480,D:UpRight
A2,352,448,D:UpRight
A2,576,448
A9,320,448
A0,384,448
A0,416,448
A0,448,448
A0,480,448
A0,512,448
A0,544,448
A14,384,432,D:DownLeft
A14,448,432,D:DownLeft
A14,512,432,D:DownLeft
A2,576,128,D:UpRight
A1,576,160,D:UpRight
A1,576,192,D:UpRight
A2,576,224,D:DownRight
A0,608,224,D:DownRight
A0,640,224,D:DownRight
A0,672,224,D:DownRight
A0,704,224,D:DownRight
A0,736,224,D:DownRight
A0,768,224,D:DownRight
A2,800,224,D:DownLeft
A2,800,128
A0,608,128
A0,640,128
A0,672,128
A0,704,128
A0,736,128
A0,768,128
A1,800,160
A1,800,192
A3,608,160
A3,608,192
A3,640,192
A3,672,192
A3,704,192
A3,736,192
A3,768,192
A3,768,160
A3,736,160
A3,704,160
A3,672,160
A3,640,160
A0,960,448,D:UpRight
A0,992,448,D:UpRight
A2,1024,448
A1,1024,480
A1,1024,512
A3,960,480,D:UpRight
A3,992,480,D:UpRight
A3,992,512,D:UpRight
A3,960,512,D:UpRight
A0,992,544,D:DownRight
A0,960,544,D:DownRight
A2,1024,544,D:DownLeft
A9,1024,512
A9,1024,448
A9,1024,576
A9,960,576
A17,976,592
A14,1162,456
A1,1440,512,D:DownRight
A1,1440,480,D:DownRight
A2,1440,544,D:DownRight
A2,1440,448,D:UpRight
A0,1472,448
A0,1504,448
A0,1536,448
A0,1568,448
A0,1600,448
A0,1632,448
A2,1664,448
A0,1472,544,D:DownLeft
A0,1536,544,D:DownLeft
A0,1504,544,D:DownLeft
A0,1568,544,D:DownLeft
A0,1600,544,D:DownLeft
A0,1632,544,D:DownLeft
A2,1664,544,D:DownLeft
A1,1664,480,D:DownLeft
A1,1664,512,D:DownLeft
A3,1472,480,D:DownLeft
A3,1504,480,D:DownLeft
A3,1536,480,D:DownLeft
A3,1568,480,D:DownLeft
A3,1600,480,D:DownLeft
A3,1632,480,D:DownLeft
A3,1632,512,D:DownLeft
A3,1600,512,D:DownLeft
A3,1568,512,D:DownLeft
A3,1536,512,D:DownLeft
A3,1504,512,D:DownLeft
A3,1472,512,D:DownLeft
A2,1664,224,D:DownRight
A1,1664,192,D:DownRight
A1,1664,160,D:DownRight
A2,1664,128,D:UpRight
A0,1696,128,D:UpRight
A0,1728,128,D:UpRight
A0,1760,128,D:UpRight
A0,1824,128,D:UpRight
A0,1792,128,D:UpRight
A0,1856,128,D:UpRight
A2,1888,128
A1,1888,160
A1,1888,192
A2,1888,224,D:DownLeft
A0,1696,224,D:DownLeft
A0,1728,224,D:DownLeft
A0,1760,224,D:DownLeft
A0,1792,224,D:DownLeft
A0,1824,224,D:DownLeft
A0,1856,224,D:DownLeft
A3,1696,160,D:DownLeft
A3,1728,160,D:DownLeft
A3,1760,160,D:DownLeft
A3,1792,160,D:DownLeft
A3,1824,160,D:DownLeft
A3,1856,160,D:DownLeft
A3,1856,192,D:DownLeft
A3,1824,192,D:DownLeft
A3,1792,192,D:DownLeft
A3,1760,192,D:DownLeft
A3,1728,192,D:DownLeft
A3,1696,192,D:DownLeft
A14,1472,432,D:DownLeft
A14,1536,432,D:DownLeft
A14,1600,432,D:DownLeft
A14,2496,648
A14,2304,648
A14,2240,648
A14,2048,648
A14,1984,648
A14,1792,648
A7,2519,620,D:DownLeft
A3,192,704,D:DownLeft
A3,160,704,D:DownLeft
A3,128,704,D:DownLeft
A10,178,578
A9,512,256
A9,512,192
A9,512,128
A9,512,64
A17,608,544
A17,624,544
A9,576,448
A2,576,544,D:DownLeft
A9,1600,256
A9,1600,192
A9,1600,128
A9,1600,64
A14,1270,456,D:DownLeft
A9,1216,256
A9,1216,192
A9,1216,128
A9,1216,64
A0,1024,0,D:DownRight
A0,1056,0,D:DownRight
A0,1120,0,D:DownRight
A0,1088,0,D:DownRight
A0,1152,0,D:DownRight
A0,1184,0,D:DownRight
A0,1248,0,D:DownRight
A0,1280,0,D:DownRight
A0,1312,0,D:DownRight
A0,1376,0,D:DownRight
A0,1344,0,D:DownRight
A14,1088,48
A17,1088,144
A17,1104,144
A17,1120,144
A17,1136,144
A14,1216,24
A9,1088,192
A9,1088,128
A9,1088,64
A14,1088,240,D:DownLeft
A9,1216,0
A0,1216,0,D:DownLeft
A2,2016,128,D:UpRight
A0,2048,128,D:UpRight
A0,2080,128,D:UpRight
A0,2112,128,D:UpRight
A0,2144,128,D:UpRight
A0,2176,128,D:UpRight
A0,2208,128,D:UpRight
A0,2240,128,D:UpRight
A0,2272,128,D:UpRight
A0,2304,128,D:UpRight
A0,2336,128,D:UpRight
A0,2368,128,D:UpRight
A0,2400,128,D:UpRight
A0,2432,128,D:UpRight
A0,2464,128,D:UpRight
A0,2496,128,D:UpRight
A2,2528,128
A1,2528,160
A1,2528,192
A2,2528,224,D:DownLeft
A0,2496,224,D:DownLeft
A0,2464,224,D:DownLeft
A0,2432,224,D:DownLeft
A0,2400,224,D:DownLeft
A0,2336,224,D:DownLeft
A0,2368,224,D:DownLeft
A0,2304,224,D:DownLeft
A0,2272,224,D:DownLeft
A0,2240,224,D:DownLeft
A0,2208,224,D:DownLeft
A0,2176,224,D:DownLeft
A0,2144,224,D:DownLeft
A0,2112,224,D:DownLeft
A4,2080,224
A1,2080,256
A1,2080,288
A1,2080,320
A1,2080,352
A1,2080,384
A1,2080,416
A4,2080,448,D:DownLeft
A0,2112,448
A0,2144,448
A0,2208,448
A0,2176,448
A0,2240,448
A0,2272,448
A0,2304,448
A0,2336,448
A0,2368,448
A0,2400,448
A0,2432,448
A0,2464,448
A0,2496,448
A0,2528,448
A0,2560,448
A0,2592,448
A0,2080,480,D:DownLeft
A0,2112,480,D:DownLeft
A0,2144,480,D:DownLeft
A0,2176,480,D:DownLeft
A0,2208,480,D:DownLeft
A0,2240,480,D:DownLeft
A0,2272,480,D:DownLeft
A0,2304,480,D:DownLeft
A0,2336,480,D:DownLeft
A0,2368,480,D:DownLeft
A0,2400,480,D:DownLeft
A0,2432,480,D:DownLeft
A0,2464,480,D:DownLeft
A0,2496,480,D:DownLeft
A0,2528,480,D:DownLeft
A0,2560,480,D:DownLeft
A0,2592,480,D:DownLeft
A9,2496,192
A9,2496,256
A9,2496,320
A9,2496,384
A9,2368,256
A9,2368,320
A9,2368,384
A9,2240,384
A9,2240,320
A9,2240,256
A9,2112,320
A9,2112,384
A11,2111,253,D:DownLeft
A3,2496,192
A3,2496,160
A3,2464,160
A3,2464,192
A3,2432,192
A3,2432,160
A3,2400,160
A3,2400,192
A3,2368,192
A3,2368,160
A3,2336,160
A3,2336,192
A3,2304,192
A3,2304,160
A3,2272,160
A3,2272,192
A3,2240,192
A3,2240,160
A3,2208,160
A3,2208,192
A3,2176,192
A3,2176,160
A3,2144,160
A3,2144,192
A3,2112,192
A3,2112,160
A3,2080,160
A3,2080,192
A3,2048,192
A3,2048,160
A3,2048,224
A3,2048,256
A3,2048,288
A3,2048,320
A3,2048,352
A3,2048,384
A3,2048,416
A3,2048,448
A0,2048,480,D:DownLeft
A2,2016,480,D:DownRight
A1,2016,448,D:DownRight
A1,2016,416,D:DownRight
A1,2016,384,D:DownRight
A1,2016,352,D:DownRight
A1,2016,320,D:DownRight
A1,2016,288,D:DownRight
A1,2016,256,D:DownRight
A1,2016,224,D:DownRight
A1,2016,192,D:DownRight
A1,2016,160,D:DownRight
A2,992,0,D:DownRight
A2,224,672
A1,224,704
A2,928,448,D:UpRight
A1,928,480,D:UpRight
A1,928,512,D:UpRight
A2,928,544,D:DownRight
A2,1408,0,D:DownLeft
A9,1664,448
A9,1664,512
A9,1664,576
A9,1600,576
A17,1632,592
A3,0,0
A3,0,32
A3,0,64
A3,0,96
A3,0,128
A3,0,160
A3,0,192
A3,0,224
A3,0,256
A3,0,288
A3,0,320
A3,0,352
A3,0,384
A3,0,416
A3,0,448
A3,0,480
A3,0,512
A3,0,544
A3,0,576
A3,0,608
A3,0,640
A3,0,672
A3,0,704
A3,32,0
A3,32,32
A3,32,64
A3,32,96
A3,32,128
A3,32,160
A3,32,192
A3,32,224
A3,32,256
A3,32,288
A3,32,320
A3,32,352
A3,32,384
A3,32,416
A3,32,448
A3,32,480
A3,32,512
A3,32,544
A3,32,576
A3,32,608
A3,32,640
A3,32,672
A3,32,704
A3,64,0
A3,64,32
A3,64,64
A3,64,96
A3,64,128
A3,64,160
A3,64,192
A3,64,224
A3,64,256
A3,64,288
A3,64,320
A3,64,352
A3,64,384
A3,64,416
A3,64,448
A3,64,480
A3,64,512
A3,64,544
A3,64,576
A3,64,608
A3,64,640
A3,64,672
A3,64,704
A3,96,0
A3,96,32
A3,96,64
A3,96,96
A3,96,128
A3,96,160
A3,96,192
A3,96,224
A3,96,256
A3,96,288
A3,96,320
A3,96,352
A3,96,384
A3,96,416
A3,96,448
A3,96,480
A3,96,512
A3,96,544
A3,96,576
A3,96,608
A3,96,640
A3,96,672
A3,96,704
A1,2624,512,D:UpRight
A1,2624,544,D:UpRight
A1,2624,576,D:UpRight
A1,2624,608,D:UpRight
A1,2624,640,D:UpRight
A1,2624,672,D:UpRight
A1,2624,704,D:UpRight
A1,2624,416,D:UpRight
A1,2624,384,D:UpRight
A1,2624,352,D:UpRight
A1,2624,320,D:UpRight
A1,2624,288,D:UpRight
A1,2624,256,D:UpRight
A1,2624,224,D:UpRight
A1,2624,192,D:UpRight
A1,2624,160,D:UpRight
A1,2624,128,D:UpRight
A1,2624,96,D:UpRight
A1,2624,64,D:UpRight
A1,2624,32,D:UpRight
A1,2624,0,D:UpRight
A4,2624,448,D:DownRight
A4,2624,480,D:UpRight
A3,2656,0
A3,2656,32
A3,2656,64
A3,2656,96
A3,2656,128
A3,2656,160
A3,2656,192
A3,2656,224
A3,2656,256
A3,2656,288
A3,2656,320
A3,2656,352
A3,2656,384
A3,2656,416
A3,2656,448
A3,2656,480
A3,2656,512
A3,2656,544
A3,2656,576
A3,2656,608
A3,2656,640
A3,2656,672
A3,2656,704
A3,2688,0
A3,2688,32
A3,2688,64
A3,2688,96
A3,2688,128
A3,2688,160
A3,2688,192
A3,2688,224
A3,2688,256
A3,2688,288
A3,2688,320
A3,2688,352
A3,2688,384
A3,2688,416
A3,2688,448
A3,2688,480
A3,2688,512
A3,2688,544
A3,2688,576
A3,2688,608
A3,2688,640
A3,2688,672
A3,2688,704
A3,2720,0
A3,2720,32
A3,2720,64
A3,2720,96
A3,2720,128
A3,2720,160
A3,2720,192
A3,2720,224
A3,2720,256
A3,2720,288
A3,2720,320
A3,2720,352
A3,2720,384
A3,2720,416
A3,2720,448
A3,2720,480
A3,2720,512
A3,2720,544
A3,2720,576
A3,2720,608
A3,2720,640
A3,2720,672
A3,2720,704
A12,2112,416
A12,2144,416
A12,2176,416
A12,2208,416
A12,2240,416
A12,2272,416
A12,2304,416
A12,2336,416
A12,2368,416
A12,2400,416
A12,2432,416
A12,2464,416
A12,2496,416
A12,2528,416
A12,2560,416
A12,2592,416
A9,2112,256
